facility_id,facility_type,governorate,sku_id,manufacturer,unit_price_egp,flu_index,allergy_index,promotion_flag,public_holiday_flag,day,month,season,actual_demand_units
FAC019,Retail Pharmacy,Minya,SKU006,GSK Egypt,51.5,66.9,52.3,0,1,4,3,Spring,7.0
FAC046,Hospital Pharmacy,Minya,SKU037,GSK Egypt,65.29,66.9,52.3,0,1,4,3,Spring,20.0
FAC062,Clinic Pharmacy,Monufia,SKU012,Sanofi Egypt,39.67,69.3,45.9,0,1,4,3,Spring,10.0
FAC027,Retail Pharmacy,New Valley,SKU039,MSD Egypt,79.29,60.6,46.6,0,1,4,3,Spring,10.0
FAC054,Hospital Pharmacy,New Valley,SKU027,AstraZeneca Egypt,101.22,60.6,46.6,0,1,4,3,Spring,9.0
FAC042,Retail Pharmacy,North Sinai,SKU003,Abbott Egypt,39.17,69.1,38.0,1,1,4,3,Spring,17.0
FAC039,Retail Pharmacy,Port Said,SKU017,Takeda Egypt,77.85,66.1,39.0,0,1,4,3,Spring,7.0
FAC039,Retail Pharmacy,Port Said,SKU057,Pfizer Egypt,59.06,66.1,39.0,0,1,4,3,Spring,3.0
FAC004,Retail Pharmacy,Qalyubia,SKU043,GSK Egypt,29.36,54.7,47.0,1,1,4,3,Spring,12.0
FAC004,Retail Pharmacy,Qalyubia,SKU048,Acino Egypt,67.48,54.7,47.0,0,1,4,3,Spring,7.0
FAC004,Retail Pharmacy,Qalyubia,SKU061,Leo Egypt,128.45,54.7,47.0,0,1,4,3,Spring,2.0
FAC031,Retail Pharmacy,Qalyubia,SKU010,Hikma Egypt,116.06,54.7,47.0,0,1,4,3,Spring,3.0
FAC031,Retail Pharmacy,Qalyubia,SKU023,Sanofi Egypt,513.05,54.7,47.0,0,1,4,3,Spring,3.0
FAC022,Retail Pharmacy,Qena,SKU056,Schering Egypt,17.61,62.1,43.5,0,1,4,3,Spring,2.0
FAC049,Hospital Pharmacy,Qena,SKU068,Sanofi Egypt,168.16,62.1,43.5,0,1,4,3,Spring,6.0
FAC025,Retail Pharmacy,Red Sea,SKU028,Pfizer Egypt,53.25,65.4,37.4,0,1,4,3,Spring,15.0
FAC025,Retail Pharmacy,Red Sea,SKU037,GSK Egypt,65.22,65.4,37.4,0,1,4,3,Spring,16.0
FAC052,Hospital Pharmacy,Red Sea,SKU037,GSK Egypt,61.46,65.4,37.4,0,1,4,3,Spring,14.0
FAC006,Retail Pharmacy,Sharqia,SKU051,Novartis Egypt,71.2,63.7,47.0,0,1,4,3,Spring,4.0
FAC033,Retail Pharmacy,Sharqia,SKU074,Takeda Egypt,90.48,63.7,47.0,1,1,4,3,Spring,12.0
FAC060,Clinic Pharmacy,Sharqia,SKU042,UCB Egypt,58.57,63.7,47.0,0,1,4,3,Spring,7.0
FAC021,Retail Pharmacy,Sohag,SKU010,Hikma Egypt,114.08,80.3,43.7,0,1,4,3,Spring,3.0
FAC048,Hospital Pharmacy,Sohag,SKU070,Amoun,39.16,80.3,43.7,0,1,4,3,Spring,11.0
FAC043,Hospital Pharmacy,South Sinai,SKU012,Sanofi Egypt,39.82,64.8,45.2,1,1,4,3,Spring,17.0
FAC014,Retail Pharmacy,Suez,SKU007,GSK Egypt,116.86,72.7,47.7,0,1,4,3,Spring,7.0
FAC003,Retail Pharmacy,Alexandria,SKU052,Sanofi Egypt,63.1,69.6,47.8,0,1,5,3,Spring,4.0
FAC020,Retail Pharmacy,Assiut,SKU058,Pfizer Egypt,78.41,71.8,44.3,0,1,5,3,Spring,2.0
FAC047,Hospital Pharmacy,Assiut,SKU035,Sanofi Egypt,132.73,71.8,44.3,0,1,5,3,Spring,11.0
FAC047,Hospital Pharmacy,Assiut,SKU062,EVA Pharma,28.21,71.8,44.3,0,1,5,3,Spring,31.0
FAC024,Retail Pharmacy,Aswan,SKU054,Lundbeck Egypt,110.55,68.0,46.9,1,1,5,3,Spring,2.0
FAC024,Retail Pharmacy,Aswan,SKU076,Lundbeck Egypt,131.76,68.0,46.9,0,1,5,3,Spring,2.0
FAC051,Hospital Pharmacy,Aswan,SKU062,EVA Pharma,26.81,68.0,46.9,1,1,5,3,Spring,61.0
FAC009,Retail Pharmacy,Beheira,SKU002,CID,17.9,70.1,43.7,1,1,5,3,Spring,12.0
FAC009,Retail Pharmacy,Beheira,SKU047,EIPICO,46.92,70.1,43.7,0,1,5,3,Spring,6.0
FAC036,Retail Pharmacy,Beheira,SKU005,GSK Egypt,63.5,70.1,43.7,0,1,5,3,Spring,10.0
FAC018,Retail Pharmacy,Beni Suef,SKU017,Takeda Egypt,76.34,58.2,39.3,0,1,5,3,Spring,7.0
FAC018,Retail Pharmacy,Beni Suef,SKU023,Sanofi Egypt,496.96,58.2,39.3,0,1,5,3,Spring,3.0
FAC045,Hospital Pharmacy,Beni Suef,SKU029,Merck Egypt,67.72,58.2,39.3,0,1,5,3,Spring,17.0
FAC001,Retail Pharmacy,Cairo,SKU068,Sanofi Egypt,159.22,67.6,49.9,0,1,5,3,Spring,5.0
FAC028,Retail Pharmacy,Cairo,SKU045,MUP,28.69,67.6,49.9,0,1,5,3,Spring,10.0
FAC005,Retail Pharmacy,Dakahlia,SKU075,Novartis Egypt,52.45,71.8,44.9,0,1,5,3,Spring,11.0
FAC032,Retail Pharmacy,Dakahlia,SKU062,EVA Pharma,28.3,71.8,44.9,0,1,5,3,Spring,31.0
FAC032,Retail Pharmacy,Dakahlia,SKU067,Schering Egypt,18.4,71.8,44.9,0,1,5,3,Spring,2.0
FAC059,Clinic Pharmacy,Dakahlia,SKU019,Novartis Egypt,90.8,71.8,44.9,0,1,5,3,Spring,2.0
FAC059,Clinic Pharmacy,Dakahlia,SKU023,Sanofi Egypt,499.09,71.8,44.9,0,1,5,3,Spring,2.0
FAC059,Clinic Pharmacy,Dakahlia,SKU033,Pfizer Egypt,40.71,71.8,44.9,0,1,5,3,Spring,4.0
FAC038,Retail Pharmacy,Damietta,SKU032,Sanofi Egypt,30.86,64.0,46.7,0,1,5,3,Spring,9.0
FAC044,Hospital Pharmacy,Fayoum,SKU005,GSK Egypt,59.56,66.1,40.0,0,1,5,3,Spring,9.0
FAC061,Clinic Pharmacy,Gharbia,SKU010,Hikma Egypt,112.75,63.1,45.2,0,1,5,3,Spring,3.0
FAC002,Retail Pharmacy,Giza,SKU032,Sanofi Egypt,30.73,53.0,41.9,0,1,5,3,Spring,8.0
FAC056,Hospital Pharmacy,Giza,SKU033,Pfizer Egypt,42.55,53.0,41.9,0,1,5,3,Spring,9.0
FAC013,Retail Pharmacy,Ismailia,SKU014,CID,22.28,60.4,46.5,0,1,5,3,Spring,14.0
FAC040,Retail Pharmacy,Ismailia,SKU032,Sanofi Egypt,30.54,60.4,46.5,0,1,5,3,Spring,6.0
FAC019,Retail Pharmacy,Minya,SKU074,Takeda Egypt,90.66,66.6,38.3,0,1,5,3,Spring,10.0
FAC008,Retail Pharmacy,Monufia,SKU076,Lundbeck Egypt,128.97,67.0,49.1,0,1,5,3,Spring,2.0
FAC054,Hospital Pharmacy,New Valley,SKU068,Sanofi Egypt,161.78,60.6,40.5,0,1,5,3,Spring,9.0
FAC012,Retail Pharmacy,Port Said,SKU018,Janssen Egypt,55.02,71.5,47.2,0,1,5,3,Spring,8.0
FAC039,Retail Pharmacy,Port Said,SKU066,CID,25.16,71.5,47.2,1,1,5,3,Spring,16.0
FAC004,Retail Pharmacy,Qalyubia,SKU052,Sanofi Egypt,67.15,59.0,40.9,0,1,5,3,Spring,5.0
FAC058,Clinic Pharmacy,Qalyubia,SKU065,Sanofi Egypt,32.1,59.0,40.9,0,1,5,3,Spring,6.0
FAC022,Retail Pharmacy,Qena,SKU047,EIPICO,47.88,59.1,45.3,0,1,5,3,Spring,6.0
FAC049,Hospital Pharmacy,Qena,SKU046,Memphis,40.35,59.1,45.3,0,1,5,3,Spring,7.0
FAC025,Retail Pharmacy,Red Sea,SKU024,Novo Nordisk Egypt,143.52,66.6,42.8,0,1,5,3,Spring,3.0
FAC006,Retail Pharmacy,Sharqia,SKU033,Pfizer Egypt,39.92,71.7,43.6,0,1,5,3,Spring,7.0
FAC033,Retail Pharmacy,Sharqia,SKU060,Pfizer Egypt,80.16,71.7,43.6,0,1,5,3,Spring,4.0
FAC060,Clinic Pharmacy,Sharqia,SKU050,AstraZeneca Egypt,51.69,71.7,43.6,0,1,5,3,Spring,7.0
FAC060,Clinic Pharmacy,Sharqia,SKU050,AstraZeneca Egypt,53.1,71.7,43.6,0,1,5,3,Spring,5.0
FAC043,Hospital Pharmacy,South Sinai,SKU044,SIGMA,39.53,67.6,49.6,1,1,5,3,Spring,22.0
FAC014,Retail Pharmacy,Suez,SKU005,GSK Egypt,59.22,59.8,41.7,0,1,5,3,Spring,8.0
FAC014,Retail Pharmacy,Suez,SKU034,CID,21.56,59.8,41.7,0,1,5,3,Spring,14.0
FAC014,Retail Pharmacy,Suez,SKU078,Pharco,75.86,59.8,41.7,0,1,5,3,Spring,6.0
FAC041,Retail Pharmacy,Suez,SKU037,GSK Egypt,61.16,59.8,41.7,0,1,5,3,Spring,6.0
FAC057,Clinic Pharmacy,Alexandria,SKU002,CID,17.86,53.3,46.3,1,0,6,3,Spring,14.0
FAC020,Retail Pharmacy,Assiut,SKU039,MSD Egypt,78.8,61.3,37.0,0,0,6,3,Spring,11.0
FAC024,Retail Pharmacy,Aswan,SKU006,GSK Egypt,51.99,72.9,53.5,0,0,6,3,Spring,8.0
FAC051,Hospital Pharmacy,Aswan,SKU033,Pfizer Egypt,41.15,72.9,53.5,0,0,6,3,Spring,13.0
FAC051,Hospital Pharmacy,Aswan,SKU042,UCB Egypt,58.4,72.9,53.5,0,0,6,3,Spring,16.0
FAC036,Retail Pharmacy,Beheira,SKU013,Amoun,34.49,64.0,45.4,0,0,6,3,Spring,10.0
FAC036,Retail Pharmacy,Beheira,SKU056,Schering Egypt,17.31,64.0,45.4,1,0,6,3,Spring,3.0
FAC063,Clinic Pharmacy,Beheira,SKU007,GSK Egypt,121.29,64.0,45.4,0,0,6,3,Spring,7.0
FAC055,Hospital Pharmacy,Cairo,SKU055,BMS Egypt,47.25,71.4,45.2,0,0,6,3,Spring,4.0
FAC059,Clinic Pharmacy,Dakahlia,SKU043,GSK Egypt,28.74,74.4,47.4,0,0,6,3,Spring,8.0
FAC017,Retail Pharmacy,Fayoum,SKU002,CID,18.36,72.3,46.3,0,0,6,3,Spring,18.0
FAC017,Retail Pharmacy,Fayoum,SKU065,Sanofi Egypt,32.41,72.3,46.3,0,0,6,3,Spring,13.0
FAC044,Hospital Pharmacy,Fayoum,SKU028,Pfizer Egypt,52.53,72.3,46.3,0,0,6,3,Spring,31.0
FAC044,Hospital Pharmacy,Fayoum,SKU062,EVA Pharma,26.49,72.3,46.3,0,0,6,3,Spring,81.0
FAC007,Retail Pharmacy,Gharbia,SKU025,Novo Nordisk Egypt,151.29,66.1,50.2,0,0,6,3,Spring,3.0
FAC061,Clinic Pharmacy,Gharbia,SKU042,UCB Egypt,54.49,66.1,50.2,0,0,6,3,Spring,10.0
FAC029,Retail Pharmacy,Giza,SKU072,CID,25.17,71.8,49.0,0,0,6,3,Spring,12.0
FAC013,Retail Pharmacy,Ismailia,SKU002,CID,17.55,58.2,52.2,0,0,6,3,Spring,17.0
FAC013,Retail Pharmacy,Ismailia,SKU007,GSK Egypt,123.48,58.2,52.2,0,0,6,3,Spring,8.0
FAC013,Retail Pharmacy,Ismailia,SKU055,BMS Egypt,50.16,58.2,52.2,1,0,6,3,Spring,4.0
FAC040,Retail Pharmacy,Ismailia,SKU001,EVA Pharma,24.89,58.2,52.2,0,0,6,3,Spring,21.0
FAC040,Retail Pharmacy,Ismailia,SKU050,AstraZeneca Egypt,52.38,58.2,52.2,0,0,6,3,Spring,8.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU035,Sanofi Egypt,131.26,60.1,34.2,0,0,6,3,Spring,6.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU040,UCB Egypt,46.15,60.1,34.2,0,0,6,3,Spring,13.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU033,Pfizer Egypt,42.45,60.1,34.2,1,0,6,3,Spring,4.0
FAC026,Retail Pharmacy,Matrouh,SKU026,Pfizer Egypt,91.53,68.9,48.1,0,0,6,3,Spring,8.0
FAC053,Hospital Pharmacy,Matrouh,SKU022,Servier Egypt,93.26,68.9,48.1,0,0,6,3,Spring,15.0
FAC019,Retail Pharmacy,Minya,SKU015,EVA Pharma,27.17,50.3,46.5,0,0,6,3,Spring,5.0
FAC046,Hospital Pharmacy,Minya,SKU058,Pfizer Egypt,79.68,50.3,46.5,0,0,6,3,Spring,3.0
FAC054,Hospital Pharmacy,New Valley,SKU002,CID,17.8,75.5,41.1,0,0,6,3,Spring,24.0
FAC054,Hospital Pharmacy,New Valley,SKU040,UCB Egypt,43.52,75.5,41.1,0,0,6,3,Spring,33.0
FAC015,Retail Pharmacy,North Sinai,SKU029,Merck Egypt,68.87,67.9,50.4,0,0,6,3,Spring,12.0
FAC042,Retail Pharmacy,North Sinai,SKU014,CID,21.4,67.9,50.4,0,0,6,3,Spring,17.0
FAC042,Retail Pharmacy,North Sinai,SKU028,Pfizer Egypt,54.38,67.9,50.4,0,0,6,3,Spring,8.0
FAC039,Retail Pharmacy,Port Said,SKU068,Sanofi Egypt,165.1,45.9,51.3,0,0,6,3,Spring,4.0
FAC004,Retail Pharmacy,Qalyubia,SKU005,GSK Egypt,59.42,61.1,40.2,0,0,6,3,Spring,13.0
FAC022,Retail Pharmacy,Qena,SKU047,EIPICO,46.07,61.8,54.9,0,0,6,3,Spring,6.0
FAC022,Retail Pharmacy,Qena,SKU059,EIPICO,22.4,61.8,54.9,0,0,6,3,Spring,7.0
FAC049,Hospital Pharmacy,Qena,SKU025,Novo Nordisk Egypt,146.28,61.8,54.9,0,0,6,3,Spring,4.0
FAC025,Retail Pharmacy,Red Sea,SKU014,CID,23.05,61.6,45.0,0,0,6,3,Spring,14.0
FAC052,Hospital Pharmacy,Red Sea,SKU041,Bayer Egypt,37.09,61.6,45.0,0,0,6,3,Spring,22.0
FAC033,Retail Pharmacy,Sharqia,SKU027,AstraZeneca Egypt,99.48,58.4,48.5,1,0,6,3,Spring,9.0
FAC033,Retail Pharmacy,Sharqia,SKU068,Sanofi Egypt,163.05,58.4,48.5,0,0,6,3,Spring,6.0
FAC021,Retail Pharmacy,Sohag,SKU028,Pfizer Egypt,51.6,55.8,47.6,0,0,6,3,Spring,15.0
FAC048,Hospital Pharmacy,Sohag,SKU019,Novartis Egypt,88.37,55.8,47.6,1,0,6,3,Spring,8.0
FAC016,Retail Pharmacy,South Sinai,SKU069,AstraZeneca Egypt,55.91,59.4,57.0,0,0,6,3,Spring,6.0
FAC016,Retail Pharmacy,South Sinai,SKU077,Janssen Egypt,66.13,59.4,57.0,1,0,6,3,Spring,5.0
FAC014,Retail Pharmacy,Suez,SKU046,Memphis,39.95,71.9,46.2,0,0,6,3,Spring,5.0
FAC003,Retail Pharmacy,Alexandria,SKU020,Merck Egypt,49.23,59.7,43.0,0,0,0,3,Spring,13.0
FAC030,Retail Pharmacy,Alexandria,SKU005,GSK Egypt,60.74,59.7,43.0,0,0,0,3,Spring,12.0
FAC030,Retail Pharmacy,Alexandria,SKU014,CID,22.83,59.7,43.0,1,0,0,3,Spring,23.0
FAC030,Retail Pharmacy,Alexandria,SKU023,Sanofi Egypt,533.09,59.7,43.0,0,0,0,3,Spring,4.0
FAC030,Retail Pharmacy,Alexandria,SKU042,UCB Egypt,54.55,59.7,43.0,0,0,0,3,Spring,12.0
FAC036,Retail Pharmacy,Beheira,SKU032,Sanofi Egypt,32.47,65.3,42.8,0,0,0,3,Spring,8.0
FAC018,Retail Pharmacy,Beni Suef,SKU010,Hikma Egypt,117.08,64.6,38.0,0,0,0,3,Spring,4.0
FAC045,Hospital Pharmacy,Beni Suef,SKU044,SIGMA,37.6,64.6,38.0,0,0,0,3,Spring,38.0
FAC001,Retail Pharmacy,Cairo,SKU068,Sanofi Egypt,159.13,57.5,46.8,0,0,0,3,Spring,6.0
FAC028,Retail Pharmacy,Cairo,SKU022,Servier Egypt,93.75,57.5,46.8,0,0,0,3,Spring,7.0
FAC011,Retail Pharmacy,Damietta,SKU005,GSK Egypt,60.45,60.8,41.9,0,0,0,3,Spring,9.0
FAC038,Retail Pharmacy,Damietta,SKU046,Memphis,38.98,60.8,41.9,0,0,0,3,Spring,5.0
FAC044,Hospital Pharmacy,Fayoum,SKU061,Leo Egypt,125.34,73.3,44.4,0,0,0,3,Spring,2.0
FAC061,Clinic Pharmacy,Gharbia,SKU051,Novartis Egypt,74.21,59.7,32.7,0,0,0,3,Spring,3.0
FAC002,Retail Pharmacy,Giza,SKU011,EIPICO,45.09,54.4,46.4,0,0,0,3,Spring,2.0
FAC002,Retail Pharmacy,Giza,SKU069,AstraZeneca Egypt,53.83,54.4,46.4,0,0,0,3,Spring,7.0
FAC056,Hospital Pharmacy,Giza,SKU016,AstraZeneca Egypt,65.94,54.4,46.4,0,0,0,3,Spring,20.0
FAC040,Retail Pharmacy,Ismailia,SKU023,Sanofi Egypt,502.92,65.9,49.1,0,0,0,3,Spring,3.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU075,Novartis Egypt,50.11,63.8,46.1,0,0,0,3,Spring,7.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU021,CID,43.04,63.8,46.1,0,0,0,3,Spring,5.0
FAC023,Retail Pharmacy,Luxor,SKU057,Pfizer Egypt,59.67,63.9,48.0,1,0,0,3,Spring,4.0
FAC050,Hospital Pharmacy,Luxor,SKU022,Servier Egypt,94.89,63.9,48.0,0,0,0,3,Spring,6.0
FAC053,Hospital Pharmacy,Matrouh,SKU003,Abbott Egypt,39.45,71.6,37.9,1,0,0,3,Spring,30.0
FAC053,Hospital Pharmacy,Matrouh,SKU046,Memphis,38.5,71.6,37.9,0,0,0,3,Spring,8.0
FAC035,Retail Pharmacy,Monufia,SKU018,Janssen Egypt,52.41,63.8,44.4,0,0,0,3,Spring,10.0
FAC042,Retail Pharmacy,North Sinai,SKU033,Pfizer Egypt,40.28,57.7,52.5,0,0,0,3,Spring,6.0
FAC042,Retail Pharmacy,North Sinai,SKU068,Sanofi Egypt,167.93,57.7,52.5,0,0,0,3,Spring,8.0
FAC058,Clinic Pharmacy,Qalyubia,SKU039,MSD Egypt,82.59,59.3,42.3,0,0,0,3,Spring,11.0
FAC022,Retail Pharmacy,Qena,SKU017,Takeda Egypt,78.83,57.3,42.5,0,0,0,3,Spring,9.0
FAC022,Retail Pharmacy,Qena,SKU028,Pfizer Egypt,51.49,57.3,42.5,0,0,0,3,Spring,9.0
FAC049,Hospital Pharmacy,Qena,SKU075,Novartis Egypt,51.59,57.3,42.5,0,0,0,3,Spring,13.0
FAC052,Hospital Pharmacy,Red Sea,SKU050,AstraZeneca Egypt,50.11,63.4,46.1,0,0,0,3,Spring,9.0
FAC006,Retail Pharmacy,Sharqia,SKU028,Pfizer Egypt,53.35,70.0,44.1,0,0,0,3,Spring,25.0
FAC006,Retail Pharmacy,Sharqia,SKU050,AstraZeneca Egypt,51.33,70.0,44.1,0,0,0,3,Spring,9.0
FAC060,Clinic Pharmacy,Sharqia,SKU010,Hikma Egypt,119.19,70.0,44.1,1,0,0,3,Spring,4.0
FAC048,Hospital Pharmacy,Sohag,SKU028,Pfizer Egypt,51.06,70.1,40.0,0,0,0,3,Spring,31.0
FAC016,Retail Pharmacy,South Sinai,SKU050,AstraZeneca Egypt,52.71,61.5,39.4,1,0,0,3,Spring,8.0
FAC016,Retail Pharmacy,South Sinai,SKU077,Janssen Egypt,62.54,61.5,39.4,0,0,0,3,Spring,7.0
FAC043,Hospital Pharmacy,South Sinai,SKU079,GSK Egypt,151.31,61.5,39.4,1,0,0,3,Spring,17.0
FAC041,Retail Pharmacy,Suez,SKU040,UCB Egypt,43.18,47.6,45.1,0,0,0,3,Spring,13.0
FAC057,Clinic Pharmacy,Alexandria,SKU059,EIPICO,24.01,63.4,42.6,0,0,1,3,Spring,6.0
FAC047,Hospital Pharmacy,Assiut,SKU074,Takeda Egypt,90.15,58.2,45.2,0,0,1,3,Spring,15.0
FAC051,Hospital Pharmacy,Aswan,SKU052,Sanofi Egypt,64.89,61.6,39.8,0,0,1,3,Spring,4.0
FAC051,Hospital Pharmacy,Aswan,SKU063,GSK Egypt,64.42,61.6,39.8,0,0,1,3,Spring,9.0
FAC036,Retail Pharmacy,Beheira,SKU026,Pfizer Egypt,98.44,65.3,45.0,0,0,1,3,Spring,16.0
FAC018,Retail Pharmacy,Beni Suef,SKU005,GSK Egypt,63.67,71.7,50.2,0,0,1,3,Spring,10.0
FAC028,Retail Pharmacy,Cairo,SKU027,AstraZeneca Egypt,104.39,56.4,44.3,0,0,1,3,Spring,8.0
FAC028,Retail Pharmacy,Cairo,SKU045,MUP,28.14,56.4,44.3,1,0,1,3,Spring,10.0
FAC032,Retail Pharmacy,Dakahlia,SKU037,GSK Egypt,62.67,63.9,35.6,0,0,1,3,Spring,14.0
FAC059,Clinic Pharmacy,Dakahlia,SKU011,EIPICO,44.46,63.9,35.6,0,0,1,3,Spring,2.0
FAC059,Clinic Pharmacy,Dakahlia,SKU059,EIPICO,23.69,63.9,35.6,0,0,1,3,Spring,3.0
FAC059,Clinic Pharmacy,Dakahlia,SKU070,Amoun,38.39,63.9,35.6,0,0,1,3,Spring,7.0
FAC059,Clinic Pharmacy,Dakahlia,SKU075,Novartis Egypt,51.46,63.9,35.6,0,0,1,3,Spring,9.0
FAC011,Retail Pharmacy,Damietta,SKU018,Janssen Egypt,53.51,64.8,43.0,0,0,1,3,Spring,8.0
FAC011,Retail Pharmacy,Damietta,SKU054,Lundbeck Egypt,112.21,64.8,43.0,0,0,1,3,Spring,4.0
FAC011,Retail Pharmacy,Damietta,SKU055,BMS Egypt,47.2,64.8,43.0,0,0,1,3,Spring,2.0
FAC038,Retail Pharmacy,Damietta,SKU040,UCB Egypt,45.82,64.8,43.0,0,0,1,3,Spring,15.0
FAC044,Hospital Pharmacy,Fayoum,SKU043,GSK Egypt,29.0,57.5,49.7,0,0,1,3,Spring,9.0
FAC002,Retail Pharmacy,Giza,SKU078,Pharco,78.25,60.2,41.2,0,0,1,3,Spring,8.0
FAC050,Hospital Pharmacy,Luxor,SKU028,Pfizer Egypt,53.23,62.5,47.5,0,0,1,3,Spring,25.0
FAC026,Retail Pharmacy,Matrouh,SKU024,Novo Nordisk Egypt,139.14,59.7,51.5,0,0,1,3,Spring,5.0
FAC019,Retail Pharmacy,Minya,SKU022,Servier Egypt,94.67,70.2,42.7,0,0,1,3,Spring,8.0
FAC019,Retail Pharmacy,Minya,SKU049,Aspen Egypt,29.15,70.2,42.7,1,0,1,3,Spring,14.0
FAC035,Retail Pharmacy,Monufia,SKU027,AstraZeneca Egypt,104.2,59.4,45.9,0,0,1,3,Spring,9.0
FAC027,Retail Pharmacy,New Valley,SKU004,Novartis Egypt,46.57,53.9,42.6,0,0,1,3,Spring,11.0
FAC054,Hospital Pharmacy,New Valley,SKU010,Hikma Egypt,111.8,53.9,42.6,0,0,1,3,Spring,5.0
FAC015,Retail Pharmacy,North Sinai,SKU070,Amoun,37.0,58.0,54.1,0,0,1,3,Spring,6.0
FAC042,Retail Pharmacy,North Sinai,SKU067,Schering Egypt,18.53,58.0,54.1,0,0,1,3,Spring,2.0
FAC012,Retail Pharmacy,Port Said,SKU019,Novartis Egypt,87.7,65.4,41.3,0,0,1,3,Spring,5.0
FAC004,Retail Pharmacy,Qalyubia,SKU070,Amoun,39.02,62.7,53.0,0,0,1,3,Spring,7.0
FAC058,Clinic Pharmacy,Qalyubia,SKU047,EIPICO,49.05,62.7,53.0,1,0,1,3,Spring,6.0
FAC058,Clinic Pharmacy,Qalyubia,SKU069,AstraZeneca Egypt,57.5,62.7,53.0,0,0,1,3,Spring,4.0
FAC022,Retail Pharmacy,Qena,SKU043,GSK Egypt,30.38,58.5,55.3,0,0,1,3,Spring,8.0
FAC052,Hospital Pharmacy,Red Sea,SKU054,Lundbeck Egypt,111.89,59.5,47.9,0,0,1,3,Spring,6.0
FAC006,Retail Pharmacy,Sharqia,SKU019,Novartis Egypt,88.01,70.1,45.8,0,0,1,3,Spring,2.0
FAC021,Retail Pharmacy,Sohag,SKU048,Acino Egypt,68.89,64.5,40.4,0,0,1,3,Spring,6.0
FAC021,Retail Pharmacy,Sohag,SKU063,GSK Egypt,62.46,64.5,40.4,0,0,1,3,Spring,8.0
FAC048,Hospital Pharmacy,Sohag,SKU002,CID,18.43,64.5,40.4,0,0,1,3,Spring,21.0
FAC048,Hospital Pharmacy,Sohag,SKU032,Sanofi Egypt,30.62,64.5,40.4,0,0,1,3,Spring,13.0
FAC048,Hospital Pharmacy,Sohag,SKU032,Sanofi Egypt,30.14,64.5,40.4,0,0,1,3,Spring,10.0
FAC048,Hospital Pharmacy,Sohag,SKU042,UCB Egypt,55.47,64.5,40.4,0,0,1,3,Spring,16.0
FAC048,Hospital Pharmacy,Sohag,SKU045,MUP,27.88,64.5,40.4,0,0,1,3,Spring,16.0
FAC048,Hospital Pharmacy,Sohag,SKU052,Sanofi Egypt,66.58,64.5,40.4,0,0,1,3,Spring,5.0
FAC016,Retail Pharmacy,South Sinai,SKU001,EVA Pharma,23.41,62.4,49.2,0,0,1,3,Spring,30.0
FAC014,Retail Pharmacy,Suez,SKU036,Sanofi Egypt,192.85,61.5,43.5,0,0,1,3,Spring,3.0
FAC003,Retail Pharmacy,Alexandria,SKU036,Sanofi Egypt,190.8,64.7,47.3,0,0,2,3,Spring,2.0
FAC057,Clinic Pharmacy,Alexandria,SKU031,MSD Egypt,77.34,64.7,47.3,1,0,2,3,Spring,8.0
FAC024,Retail Pharmacy,Aswan,SKU046,Memphis,39.22,54.1,34.1,0,0,2,3,Spring,4.0
FAC036,Retail Pharmacy,Beheira,SKU022,Servier Egypt,93.96,72.2,39.4,0,0,2,3,Spring,10.0
FAC036,Retail Pharmacy,Beheira,SKU036,Sanofi Egypt,193.5,72.2,39.4,0,0,2,3,Spring,2.0
FAC036,Retail Pharmacy,Beheira,SKU070,Amoun,38.8,72.2,39.4,0,0,2,3,Spring,8.0
FAC063,Clinic Pharmacy,Beheira,SKU034,CID,21.47,72.2,39.4,0,0,2,3,Spring,15.0
FAC063,Clinic Pharmacy,Beheira,SKU063,GSK Egypt,62.64,72.2,39.4,0,0,2,3,Spring,5.0
FAC045,Hospital Pharmacy,Beni Suef,SKU029,Merck Egypt,65.58,65.7,43.6,0,0,2,3,Spring,21.0
FAC032,Retail Pharmacy,Dakahlia,SKU018,Janssen Egypt,52.39,66.7,51.4,0,0,2,3,Spring,7.0
FAC032,Retail Pharmacy,Dakahlia,SKU044,SIGMA,39.25,66.7,51.4,0,0,2,3,Spring,20.0
FAC032,Retail Pharmacy,Dakahlia,SKU064,EIPICO,49.41,66.7,51.4,0,0,2,3,Spring,4.0
FAC059,Clinic Pharmacy,Dakahlia,SKU056,Schering Egypt,17.36,66.7,51.4,0,0,2,3,Spring,2.0
FAC059,Clinic Pharmacy,Dakahlia,SKU077,Janssen Egypt,65.85,66.7,51.4,1,0,2,3,Spring,5.0
FAC038,Retail Pharmacy,Damietta,SKU047,EIPICO,46.43,52.7,42.1,1,0,2,3,Spring,8.0
FAC017,Retail Pharmacy,Fayoum,SKU066,CID,26.72,65.7,38.9,0,0,2,3,Spring,10.0
FAC007,Retail Pharmacy,Gharbia,SKU031,MSD Egypt,76.6,76.7,48.2,0,0,2,3,Spring,12.0
FAC013,Retail Pharmacy,Ismailia,SKU068,Sanofi Egypt,162.56,69.1,38.9,0,0,2,3,Spring,7.0
